,comments,sentiments,clean_comments
3374,Your  content is to good brother you deserve more and huge respect ️,1,content good brother deserve huge respect
3375,"More we know about the situation, more we get frustrated with all the dirty politics in this country. Hopefully this election brings a change with the Nepalese election stereotypes and bring out good leaders who actually care about the country.",0,know situation get frustrate dirty politics country hopefully election bring change nepalese election stereotype bring good leader actually care country
3376,Keep making these videos. You are giving us just gold content without any rubbish.,1,keep make videos give u gold content without rubbish
3377,"It would have better if you  include the fact that election commission has fined almost all Representative of local election,certain amount for not submitting election expenditure (Kharcha Bibharan) within allocated time frame.
 (List is published in election commission official website)",1,would better include fact election commission fin almost representative local electioncertain amount submit election expenditure kharcha bibharan within allocated time frame list publish election commission official website
3378,The real question is: Imagine how much the winning candidate earns since they are willing to invest this amount of money for a chance to win! That is the REAL question!!!,1,real question imagine much win candidate earns since willing invest amount money chance win real question
3379,Thank you dipesh dai ......hami student haru lai yo knowledge ko dherai jarurat xa bcoz we are future of nepal️,1,thank dipesh dai hami student haru lai yo knowledge ko dherai jarurat xa bcoz future nepal
3380,Great work dipesh ..much love for your work ️ ..keep going,1,great work dipesh much love work keep go
3381,I appreciate the efforts you are putting and enlightening us about the different aspects of the election.,1,appreciate effort put enlighten u different aspect election
3382,If awareness is spread like this nepali people will become wise,1,awareness spread like nepali people become wise
3383,"Your quality and standard of video is top level .
Keep going ",1,quality standard video top level keep go
3384,Love your work man️!,1,love work man
3385,Great informative stuff brother. Keep going!,1,great informative stuff brother keep go
3386,dai you do a lot of research in the videos you make you're a great talent,1,dai lot research video make youre great talent
3387,amazing and thoughtful insights ... Thank you for this amazing content... love to see more.,1,amaze thoughtful insight thank amazing content love see
3388,"Beautifully presented. 
Thank you for all you do. <3 <3 <3",1,beautifully present thank 3 3 3
3389,"I would also recommend for ""public-funded election"" and prohibit private or corporate funding that could hurt the public interest. 
So, how will it work? 
Firstly, any candidate who has won a local election (through private funding) is eligible (or any member of the legislative assembly) to compete in the provincial election with public funding. Any member of the legislative assembly is eligible to compete and receive public funding for the federal parliament.  
This would limit random people who intend to become MP through private funding or misuse public-funded elections. 

The second step is to decrease the size of Parliamentarians in Nepal. A province of the population of Karnali in the US sends 5 Congressmen and Bagmati province sends 8 Congressmen, even the largest US state via California sends 55 Congressmen. Bagmati alone sends around 63 MPs to the center- this makes the parliament tooooo unstable and we know how many unstable the Nepali parliament really is. With a smaller parliament- the public-funded election will also have a less economic constraint. 

Third, empower direct democracy- via the politicians are more of policy developers and not masters of parliament because what they build they will be forced to come to people for approval- Corporates will have little incentive to even fund politicians as they are incompetent to implement the exploitative policies of industries.  

Then there won't be party workers and Politicians will no longer be masters of the country but just government servants winning not through cash of corporates but directly by the ability to campaign with an equal amount of money allocated to each candidate.",0,would also recommend publicfunded election prohibit private corporate funding could hurt public interest work firstly candidate local election private funding eligible member legislative assembly compete provincial election public funding member legislative assembly eligible compete receive public funding federal parliament would limit random people intend become mp private funding misuse publicfunded election second step decrease size parliamentarian nepal province population karnali u send 5 congressman bagmati province send 8 congressman even large u state via california send 55 congressman bagmati alone send around 63 mp center make parliament tooooo unstable know many unstable nepali parliament really small parliament publicfunded election also less economic constraint third empower direct democracy via politician policy developer master parliament build force come people approval corporates little incentive even fund politician incompetent implement exploitative policy industry wont party worker politician longer master country government servant win cash corporates directly ability campaign equal amount money allocate candidate
3390,Hats off to your hardwork brother ️,1,hat hardwork brother
3391,In depth story and The Nepali comment these two channel gives us the real information thanking you!!,1,depth story nepali comment two channel give u real information thanking
3392,Great work bro..... Wish to see u far ahead. Best of luck fr ur great channel ,1,great work bro wish see u far ahead best luck fr ur great channel
3393,"Awesome content
Pushing the quality level of content in every video",1,awesome content push quality level content every video
3394,Quality Content as always.,1,quality content always
3395,"Great content and valuable information 
Kudos from India !!",1,great content valuable information kudos india
3396,Keep up the good work ️🇳🇵,1,keep good work
3397,dai you are making your content more better day by day,1,dai make content good day day
3398,Keep Up the Good Work. I just wait to watch yours and In-Depth Story videos.,1,keep good work wait watch indepth story video
3399,Keep going bro ️ thanks you for the information ️️️,1,keep go bro thanks information
3400,"Dai 
can u talk about the labour law...
it might getting a serious problem   
in nepal...
and why nepal labour law is incompleted",0,dai u talk labour law might get serious problem nepal nepal labour law incompleted
3401,brother just loved your content i wish you to become the biggest creator of Nepal,1,brother love content wish become big creator nepal
3402,Thank you for the content Dipesh :),1,thank content dipesh
3403,That's the quality of good journalism...,1,thats quality good journalism
3404,Bro your content is too good ️,1,bro content good
3405,"You didn’t Talk about inflation created by money over flow, the impact in banking sector, fluctuation of commodities price etc. Anyway very nice video.",1,didn t talk inflation create money flow impact banking sector fluctuation commodity price etc anyway nice video
3406,THe best nepali youtuber with admirable content and Excellent Video editing and graphics ... keep goin dai,1,best nepali youtuber admirable content excellent video edit graphic keep goin dai
3407,"Currently, the most informative channel of Nepal with unique content - The Nepali Comment",1,currently informative channel nepal unique content nepali comment
3408,"Always remember. Every country is being run by different businessmen. If you sold your vote for Rs500 today, the politicians will take away more than that from you without your knowledge.",1,always remember every country run different businessmen sell vote rs500 today politician take away without knowledge
3409,Your content is gold.,1,content gold
3410,Hope you get 100k subs within this month,0,hope get 100k sub within month
3411,"Thoughts: okay, we need to tackle two problems:
 I) only those with the means are able to run for elections, which implies that competent aspirants without a vast treasury at their disposal won't be able to adequately run or campaign for their cause.

II) politicians are grossly exceeding the permitted limit, which implies that they're using black money to fund their campaign.

How can we solve the issue?

Here's my suggestion, we should make it so that candidates are not allowed to fund their campaign whatsoever, which creates an equal playing field and does not allow candidates to spend more than is necessary, obviously other caveates will have to be implemented, such as candidates are not allowed to spend more than a certain amount before elections and all expenditure before the elections must be declared and money used only for necessities (food, healthcare etc.) How can one promote their cause?  Well there are ways to do it for free, but this is the only solution that I see, but what about other commenters? What are ur criticisms and suggestions?",0,thought okay need tackle two problem mean able run election imply competent aspirant without vast treasury disposal wont able adequately run campaign cause ii politician grossly exceed permit limit implies theyre use black money fund campaign solve issue heres suggestion make candidate allow fund campaign whatsoever create equal playing field allow candidate spend necessary obviously caveates implemented candidate allow spend certain amount election expenditure election must declare money use necessity food healthcare etc one promote cause well way free solution see commenters ur criticism suggestion
3412,"Woow what a topic brother, keep growing 10X",1,woow topic brother keep grow 10x
3413,I always wait for the next video. Even after the new one . I love The Nepali Comment.,1,always wait next video even new one love nepali comment
3414,Bro spoke the harsh truth ,0,bro speak harsh truth
3415,genune and well study content man hats up.,1,genune well study content man hat
3416,"Nice edit
Ajay dai done a great job",1,nice edit ajay dai do great job
3417,You deserve more subscriber.,1,deserve subscriber
3418,Been watching since you drop Civil war related videos.,1,watch since drop civil war relate video
3419,Truely admire u bro ..,1,truely admire u bro
3420,"Vote responsibly guys 
Specially Dadheldhura ko manxe...please yeuta ramrari bolna nasakni manxe lai 6th choti PM nabanaidinus",1,vote responsibly guy specially dadheldhura ko manxeplease yeuta ramrari bolna nasakni manxe lai 6th choti pm nabanaidinus
3421,thank you so much for these kind of informations,1,thank much kind information
3422,"Please add English subtitles in your channel 
Great content.",1,please add english subtitle channel great content
3423,"Instead of blaming these leaders we, the citizens of Nepal, have to play our role in democracy.
We can't say the winner will do the right thing, but we have to make sure that the leaders do the things, because it is democracy,  it is of the Nepali people, for the Nepali people and by the Nepali people.",1,instead blame leader citizen nepal play role democracy cant say winner right thing make sure leader thing democracy nepali people nepali people nepali people
3424,i have to say the best informative nepali youtube channel ever,1,say best informative nepali youtube channel ever
3425,The most valuable youtube channel in Nepal!!,1,valuable youtube channel nepal
3426,"@thenepalicomment please make a video on how to
vote.Basically the voting rules and regulations…… i
wanna vote and the voting system is very
confusing.. it will be of great help.",1,thenepalicomment please make video votebasically vote rule regulation wanna vote voting system confuse great help
3427,So truth brother  love your contents,1,truth brother love content
3428,"Most of the young Nepali youth don't even know how political parties works. FYI, we are already doomed. Fairly Nepal ma jitdaina , jitepani India le ramro garna didaina.",0,young nepali youth dont even know political party work fyi already doom fairly nepal jitdaina jitepani india le ramro garna didaina
3429,Probably the best and the most genuine Youtube  channel of Nepal Rn.,1,probably best genuine youtube channel nepal rn
3430,Best channel I have found on Internet,1,best channel find internet
3431,Thanks. love your videos,1,thanks love video
3432,Same for all countries not only ours,1,country
3433,"Educational loan......hah...yo vako vaye...
Edit 1;  losing hope in Nepal...
Easy for financially well off people or one without a real ambition to say otherwise",1,educational loanhahyo vako vaye edit 1 lose hope nepal easy financially well people one without real ambition say otherwise
3434,5 year ko total salary vanda election expenses jyada vayepaxi corruption ta 100% MP le garney vai haley ni....,0,5 year ko total salary vanda election expense jyada vayepaxi corruption ta 100 mp le garney vai haley ni
3435,"And those party will buy many groups like student sang, cast group, tauke gangs and clubs from that region. It works as package of 5,6,10 lakhs for election.",1,party buy many group like student sang cast group tauke gang clubs region work package 5610 lakh election
3436,Good job bro .....,1,good job bro
3437,One of my best Nepali YouTube Channel ,1,one best nepali youtube channel
3438,yo tw one of the best content to change  in election,1,yo tw one best content change election
3439,"dherei xoto vayo k video alikati laamo banaunu na 
Anyway best content provider 
Let's go for 100k subscriber.",1,dherei xoto vayo k video alikati laamo banaunu na anyway best content provider let go 100k subscriber
3440,Please make video on FIFA World Cup Broadcasting Rights in Nepal bought by Media Hub.,1,please make video fifa world cup broadcast right nepal buy medium hub
3441,Advance congratulations for 100k,1,advance congratulation 100k
3442,"Election ma dherai kharcha hunu pani Corruption hunu ko main reason ho..
So, Independent jastai Harka Sampang lai vote gara",0,election dherai kharcha hunu pani corruption hunu ko main reason ho independent jastai harka sampang lai vote gara
3443,"They could have invested that huge amount in development, what a corrupted mind after all.",1,could invest huge amount development corrupt mind
3444,MY favourite Nepali YouTube channel️,1,favourite nepali youtube channel
3445,"Make a video about downfall of ""bibekshil sajha party"" and  conspiracy of ujjwal thapa",0,make video downfall bibekshil sajha party conspiracy ujjwal thapa
3446,Unseen information revealed . Thank Bro,1,unseen information reveal thank bro
3447,"Parties ko masu bhat, rakshi,beer sabai dankau, vote halda xai suitable candidate lai deu. Tit for tat",0,party ko masu bhat rakshibeer sabai dankau vote halda xai suitable candidate lai deu tit tat
3448,Nice video,1,nice video
3449,"I am First Viewer ️
Loves your Content dazu 
Love From Gulmi ️",1,first viewer love content dazu love gulmi
3450,wow sir nice video appreciated,1,wow sir nice video appreciate
3451,my fav youtube channel the nepali comment and in depth story,1,fav youtube channel nepali comment depth story
3452,"Euta ni video hern naxutako mai matra ho ki ️
well researched!️",0,euta ni video hern naxutako mai matra ho ki well research
3453,Thanks brother.,1,thanks brother
3454,video ekdam ramro tara like nau hajar pach saye crored bhnaya kun number system ho ?lol love ur vids,1,video ekdam ramro tara like nau hajar pach saye crored bhnaya kun number system ho lol love ur vids
3455,"*Misguided Nepal
*In-Depth story 
And The Nepali Comment ( ours Nepali cmnt)
Are the Best Nepali yt channel.",1,misguide nepal indepth story nepali comment nepali cmnt best nepali yt channel
3456,Please make video on midea hub and world cup trauma,1,please make video midea hub world cup trauma
3457,You are right bro️🇳🇵,1,right bro
3458,bother Your message is true,1,bother message true
3459,how much did balen spent then ?,1,much balen spent
3460,"The people blindly support their party due to the benefits they get for example  tyo afule liyeraa hedeko neta le jitxa ani neta haru ley Job dinxan  kunai pani  sarkari Kam fast hunxa yesko lagi ni manxe uniharusanga close hunxan hamro desh ma sabai thau power lagxa tyo hamile manisakeu tyo thavako sakyo yo change hunalai ajjai 2, 3 chunab paxi hunasakxaa",1,people blindly support party due benefit get example tyo afule liyeraa hedeko neta le jitxa ani neta haru ley job dinxan kunai pani sarkari kam fast hunxa yesko lagi ni manxe uniharusanga close hunxan hamro desh sabai thau power lagxa tyo hamile manisakeu tyo thavako sakyo yo change hunalai ajjai 2 3 chunab paxi hunasakxaa
3461,Research level Extreme,1,research level extreme
3462,Janta le sath diyaxan vane kharcha dher hudaina . Jay Nepal ,0,janta le sath diyaxan vane kharcha dher hudaina jay nepal
3463,Now about A division league  club their  owner and  earnings ️,1,division league club owner earnings
3464,you r such a good youtuber,0,r good youtuber
3465,समानुपातिक सिट कसरी बाँडफाँड गरिन्छ ? yo baarey maa video banaunus na hai sir.,0,yo baarey maa video banaunus na hai sir
3466,Khatra respect,1,khatra respect
3467,Your all video  is very interesting,1,video interesting
3468,You Are you awsome Bro,1,awsome bro
3469,Got it,1,get
3470,dai tapai ko thumbnail kaslo banauxa tapai la ki freelancer..   And how much he charged for one thumbnail,1,dai tapai ko thumbnail kaslo banauxa tapai la ki freelancer much charge one thumbnail
3471,Aba xai ramrro lai jitam sabai mileraw,0,aba xai ramrro lai jitam sabai mileraw
3472,Young politician should stand up and fight rightfully for the people Nepal. Rather than getting busy in tik tok and all,1,young politician stand fight rightfully people nepal rather get busy tik tok
3473,Educational video ,1,educational video
3474,There was an election in my neighborhood,1,election neighborhood
3475,"Tell me guys, are you ready to cast the right vote THE WISE VOTE??",1,tell guy ready cast right vote wise vote
3476,last I remember we spent 382064312rs on bribes alone I mean kinda nuts but eh,1,last remember spent 382064312rs bribe alone mean kinda nut eh
3477,Your video needs to be  a bit longer bro,1,video need bit longer bro
3478,"all the videos shown audio used all are to the content, none used only for influential purpose",1,video show audio use content none use influential purpose
3479,I thought you will give msg to viewers to hold ' no not again ' .....,1,think give msg viewer hold
3480,"How much does it Cost to WIN an Election in Nepal? 
Before: Money and connection with false hopes
Now: I dont know bcoz #nonotagain",0,much cost win election nepal money connection false hop dont know bcoz nonotagain
3481,Great dai keep it your this work,1,great dai keep work
3482,Bro Balen le 4 lakh chanchun matra garera 60k+ vote lyayo ,0,bro balen le 4 lakh chanchun matra garera 60k vote lyayo
3483,Nepali dhruv rathee ️,1,nepali dhruv rathee
3484,networking business ko fraud barema   video banaunu paryo,1,network business ko fraud barema video banaunu paryo
3485,You are write bro big fan bro,1,write bro big fan bro
3486,"Lots and lots of law need to be changed .
Wish this time right candidate get chance .",0,lot lot law need change wish time right candidate get chance
3487,"cooperation, please reply",1,cooperation please reply
3488,"Ho thik vanyo yo khate haru paila chunabi agenda liyera ghar dailo ma ho hajur hunxa hajur vanera ramro ramro kura garera janta lai lovyauxan ..Paisa panii sabai tannai black bata white ma convert garne garxan pani hola .jaba yini haru satta ma pugxan afno investment ko paisa 2x, 5x jatti pani garne vai halyo desk ko ta matlab nai vayena jaba afu power ma pugepaxi. Janta pani tei ali raksi masu khaye paxi dhanga .Yesma 2 koi galti dekxu .. Tesaile afno vote yestalai halnu vanda varu paisa kam nai kharxa  kina nagaros ramro manxe lai vote halnus aile ko bela ko election ma laddai 6 vanera thaxaina vanera paiyenna ..5 years ko kura ho yini haru aile aune ho ghar ghar ma 5 barsa samma audaina ..Vote le kati farak parxa ra tarseko 6 vanera balen le jiteko matra here pugxxa ta ..Aba pani nepali ko buddi ayena vanne tei ho afno santan khadi ki australia ko visa try garrne vayek aru option xaina ra feri nepal jaile yestai ho vannera tauko ma haat rakha bikalpa xaina..Yespali paileko vanda dherai ramro manxe election ma utheko pani 6 matra hamile support garnu jaruri dekhinxa..Rational vayera 1 choti cool mind sochum sabaile .Jay Nepal
# No not again",0,ho thik vanyo yo khate haru paila chunabi agenda liyera ghar dailo ho hajur hunxa hajur vanera ramro ramro kura garera janta lai lovyauxan paisa panii sabai tannai black bata white convert garne garxan pani hola jaba yini haru satta pugxan afno investment ko paisa 2x 5x jatti pani garne vai halyo desk ko ta matlab nai vayena jaba afu power pugepaxi janta pani tei ali raksi masu khaye paxi dhanga yesma 2 koi galti dekxu tesaile afno vote yestalai halnu vanda varu paisa kam nai kharxa kina nagaros ramro manxe lai vote halnus aile ko bela ko election laddai 6 vanera thaxaina vanera paiyenna 5 year ko kura ho yini haru aile aune ho ghar ghar 5 barsa samma audaina vote le kati farak parxa ra tarseko 6 vanera balen le jiteko matra pugxxa ta aba pani nepali ko buddi ayena vanne tei ho afno santan khadi ki australia ko visa try garrne vayek aru option xaina ra feri nepal jaile yestai ho vannera tauko haat rakha bikalpa xainayespali paileko vanda dherai ramro manxe election utheko pani 6 matra hamile support garnu jaruri dekhinxarational vayera 1 choti cool mind sochum sabaile jay nepal
3489,I need background music's name hardly...if anyone knows..please tell,1,need background music name hardlyif anyone knowsplease tell
3490,Bro india. Ko election ko chunab kharcha heryo bhane danga parcha Rs. 9000 Crore ta k panibhaina,1,bro india ko election ko chunab kharcha heryo bhane danga parcha r 9000 crore ta k panibhaina
3491,"i am not selling my vote indirectly i am increasing my expenses from food , transportation, fuel, education fee. 5000 ko vote bechara 50000 ko expenses badxa 5 barsha ma so this time vote is not for sell.",1,sell vote indirectly increase expense food transportation fuel education fee 5000 ko vote bechara 50000 ko expense badxa 5 barsha time vote sell
3492,"Again, don't just scratch the surface.",1,dont scratch surface
3493,Please make a video on the Rise and Fall of JASAPA and NESAPA,1,please make video rise fall jasapa nesapa
3494,Very good.....Jantaa BAAT tax uthaauuuuuu.....ramro,1,goodjantaa baat tax uthaauuuuuuramro
3495,Everything is wasted !,1,everything waste
3496,20 30 lakh ta 1 din ma garxan,1,20 30 lakh ta 1 din garxan
3497,"Kharcha avg. 4 crore
jitepaxi corruption 44444 crore",1,kharcha avg 4 crore jitepaxi corruption 44444 crore
3498,Plz make video on Sagar dhakal not giving for publiccity,0,plz make video sagar dhakal give publiccity
3499,Election jitna kina paisa chaiyo ramro kura garyo development garyo bhane junai pani manxe le teslai nai vote dinxa ta,1,election jitna kina paisa chaiyo ramro kura garyo development garyo bhane junai pani manxe le teslai nai vote dinxa ta
3500,Daju civil war ko aru ni video chai yo,0,daju civil war ko aru ni video chai yo
3501,"Etro informal economy cha koipani fully auditma chainan...ani fake paper ko bigbigi chha...bahira jaana fake income dekhauchan badai chadai... Gharjagga karobar grda ghatayera dekhauchan...Kar chhali sabaile grchhan...dherai illiterate haru nabuji yestai illegal hisable chalchan but Janney bujney Pani chup lageyra basera yesai ma ramauchhan...esari chaleykocha desh....formality matra ho vanney cha rules nepalma...

Politicians ko hakma dherai donation aauchan vrastachar nai grna pardaina aba tyo taxable hoki k ho...k vanney Testo income lai...",1,etro informal economy cha koipani fully auditma chainanani fake paper ko bigbigi chhabahira jaana fake income dekhauchan badai chadai gharjagga karobar grda ghatayera dekhauchankar chhali sabaile grchhandherai illiterate haru nabuji yestai illegal hisable chalchan janney bujney pani chup lageyra basera yesai ramauchhanesari chaleykocha deshformality matra ho vanney cha rule nepalma politician ko hakma dherai donation aauchan vrastachar nai grna pardaina aba tyo taxable hoki k hok vanney testo income lai
3502,"यस चुनाबमा एमाले, मावोबादि, काङग्रेश र रा.प्र.पा आदि जस्ता (Tried, Tested & fail) पार्टीहरु भन्दा ""राष्ट्रिय स्वतन्त्र पार्टीलाई"" (कार्यक्रता नभएको पार्टी) भोट दिनुहोला र परिवारलाई पनि फकाउनु होला ।",1,try test fail
3503,Good video,1,good video
3504,"Everything is business, politician ko kand haru lai kosle herne, chor jati front line ma chan, kasle k garna sakcha yo desh ma neta party haru ko , GUNDARAJ vaisakyo NEpal ,, SAdly tyo GUNDA haru kahile sarkari hospital ma vetinchan tw kahile police station ma,,,",0,everything business politician ko kand haru lai kosle herne chor jati front line chan kasle k garna sakcha yo desh neta party haru ko gundaraj vaisakyo nepal sadly tyo gunda haru kahile sarkari hospital vetinchan tw kahile police station
3505,Janta veda vayesi kasko k lagxa️️,0,janta veda vayesi kasko k lagxa
3506,who should we vote...?   For better Nepal,1,vote well nepal
3507,NEPAL WILL SINK LIKE TITANIC AND NO ONE COULD DO NOTHING ABOUT IT ,1,nepal sink like titanic one could nothing
3508,Stay safe,1,stay safe
3509,Chor nai chor xan but yo Pali ramro manxe haru le jitya xa but mathi ko 3 tauke haru namarikana yha kei hunna .#,1,chor nai chor xan yo pali ramro manxe haru le jitya xa mathi ko 3 tauke haru namarikana yha kei hunna
3510,9500crore seriously,1,9500crore seriously
3511,4:05 4 crore ? maile dekhya anusar taw 40 lakh xa taw  ani 4:08 ma not 2 crore but 20 lakh isn't it ?? ,1,405 4 crore maile dekhya anusar taw 40 lakh xa taw ani 408 2 crore 20 lakh isnt
3512,"What Nepal ,????",1,nepal
3513,"jaba samma janta sudrina khojdaina ni taba samma desh sudarchu bhanera ek jana le sakdaina
desh sudarna afu bata suru koi gardaina tara sudreko chai herni re tyo pani corruption garera n garayera",0,jaba samma janta sudrina khojdaina ni taba samma desh sudarchu bhanera ek jana le sakdaina desh sudarna afu bata suru koi gardaina tara sudreko chai herni tyo pani corruption garera n garayera
3514,Sagar Dhakal ko barema ni dai,0,sagar dhakal ko barema ni dai
3515,"Etro crore bhanda mathi kharcha garera chunab jiteka le
Power pae-pachi sab loottantra macchauney nai bhae....  

Policy making ma, business man haru bata paisa khaera, policy banai halchan....

Banana democratic republic of Nepal ho. 

Herdai janus iniharu le k k garchan....",1,etro crore bhanda mathi kharcha garera chunab jiteka le power paepachi sab loottantra macchauney nai bhae policy make business man haru bata paisa khaera policy banai halchan banana democratic republic nepal ho herdai janus iniharu le k k garchan
3516,rule banaunaee nai rule lai follow garxian tw anee,1,rule banaunaee nai rule lai follow garxian tw anee
3517,Please make video of Sagar dhakal,1,please make video sagar dhakal
3518,Donot know why but corrupt peaple are eating Nepal and future is going wrong way,0,donot know corrupt peaple eat nepal future go wrong way
3519,"Presidential system.
2 parties.",1,presidential system 2 party
3520,All the time we criticized about leader but at the time Of elections we are  go after masu. Bhata ,0,time criticize leader time election go masu bhata
3521,Election ma kharcha gareko ho bhane chai khoi ta hamile paisa paako election ko bela. Ghanta pani vote didaina abo.,1,election kharcha gareko ho bhane chai khoi ta hamile paisa paako election ko bela ghanta pani vote didaina abo
3522,Liked it without watching ,1,like without watch
3523,Make parbhu shah candidate of Rautahat chetra no.3 most expensive election place ! 45 crore kharcha gareko cha parbhu shah le but sad news is jityo !,1,make parbhu shah candidate rautahat chetra no3 expensive election place 45 crore kharcha gareko cha parbhu shah le sad news jityo
3524,Paisa bhanya power ho ni.,1,paisa bhanya power ho ni
3525,"5:58 
Vote golbheda ?
Nice one 
Aaba tei chunab chinna aauna baaki xa",1,558 vote golbheda nice one aaba tei chunab chinna aauna baaki xa
3526,Vote for Rabi Lamichane,1,vote rabi lamichane
3527,Hana kati saro luteko raixan ta atro kharcha garna lai!!! Aba Pani na jagi kaile jagxau janta!,1,hana kati saro luteko raixan ta atro kharcha garna lai aba pani na jagi kaile jagxau janta
3528,"Paisa dine vaneko sab bank le ho , aile loan magyo vani kunai bank le didaina , ani lekhera rakhda hunxa sagar dhakal pm bandaina",0,paisa dine vaneko sab bank le ho aile loan magyo vani kunai bank le didaina ani lekhera rakhda hunxa sagar dhakal pm bandaina
3529,Nepal ko rqjneti nai yastai xa,1,nepal ko rqjneti nai yastai xa
3530,Nepali horu Veda janta vanera atikei vandeinan ta Khali paisa ra masu raksi ko lagi vote dinxan.  Ko sahi manxe ho tyo kailei herdeinan ani Khali bhrashtachar vyo desh vikas hunu paro vnera sapana dekhxan,0,nepali horu veda janta vanera atikei vandeinan ta khali paisa ra masu raksi ko lagi vote dinxan ko sahi manxe ho tyo kailei herdeinan ani khali bhrashtachar vyo desh vikas hunu paro vnera sapana dekhxan
3531,oscar wala video aako jasto lageko thiyo esmai ho ki ka ho hajur,1,oscar wala video aako jasto lageko thiyo esmai ho ki ka ho hajur
3532,"What yr ? 
I think 30 lakh is more and much for a single person in election 
Chunab lai kharcha hunxa ra ?? 
Harka sampang balen le kharcha nagari jitxan ani yo chutiya haruu lai chai 30 lakh le ni pugya xaina ajha .",1,yr think 30 lakh much single person election chunab lai kharcha hunxa ra harka sampang balen le kharcha nagari jitxan ani yo chutiya haruu lai chai 30 lakh le ni pugya xaina ajha
3533,9 haraz 500 crore thena hai tya,0,9 haraz 500 crore thena hai tya
3534,Keep up the good work,1,keep good work
3535,Yo ta janta haru ko mistake ho tai chor political lie matra jetai rakcha,0,yo ta janta haru ko mistake ho tai chor political lie matra jetai rakcha
3536,Video alli xoto huna thalyo dai pahila ko vanda,1,video alli xoto huna thalyo dai pahila ko vanda
3537,HIYO,1,hiyo
3538,"Almost $800m dollars 
Ani America 🇺🇸 batw 500m dollars chai donation Magxa mug des🫠",0,almost 800m dollar ani america batw 500m dollar chai donation magxa mug de
3539,If only that amount of black money could have been used for development works...Every day I find a new reason to leave this country,1,amount black money could use development worksevery day find new reason leave country
3540,Ajai sabai jana masu bhat ma vote dhinu hola hai janta haru,0,ajai sabai jana masu bhat vote dhinu hola hai janta haru
3541,Mayor ko chunab ma 7 crore jati mero nagarpalika ma uml lae gareko thiyo yo ta jhan thulo chunab ho,1,mayor ko chunab 7 crore jati mero nagarpalika uml lae gareko thiyo yo ta jhan thulo chunab ho
3542,Desh Bikri ma xa janta pani mileko xan bechna,1,desh bikri xa janta pani mileko xan bechna
3543,Ghus chei arab ma khancha sure ho,1,ghus chei arab khancha sure ho
3544,K ka 30lakh hamro jajarkot ma meyor huna crores bhanda ajhaii Badi lageko xa,1,k ka 30lakh hamro jajarkot meyor huna crores bhanda ajhaii badi lageko xa
3545,Satya kuro.,0,satya kuro
3546,"Jhandai 100 kharba ta chunab prachar prasar mai jado raicha...
Ani kaso na hos ta market ma liquidity crisis....haha

Jai BHEDABAAD. Jai JHOLEYBAAD.

100 Kharba le bikas nirman k k huna sakthyo hola?",1,jhandai 100 kharba ta chunab prachar prasar mai jado raicha ani kaso na hos ta market liquidity crisishaha jai bhedabaad jai jholeybaad 100 kharba le bikas nirman k k huna sakthyo hola
3547,Koi swatantra le haldeu na case sunduem chunab ko mukh ma jail gaye nepal ka nepal chalaune buda pakha haru ,1,koi swatantra le haldeu na case sunduem chunab ko mukh jail gaye nepal ka nepal chalaune buda pakha haru
